Id,Label,Type,Tags,Rating,Title
1930-F,1930-F,Problem,"bitmasks,brute force,dfs and similar",2700,Maximize the Difference
1930-E,1930-E,Problem,"combinatorics,dp,math",2400,2..3...4.... Wonderful! Wonderful!
1930-D2,1930-D2,Problem,"bitmasks,divide and conquer,dp,dsu,greedy,implementation,strings",2100,Sum over all Substrings (Hard Version)
1930-D1,1930-D1,Problem,"brute force,dp,greedy,strings",1800,Sum over all Substrings (Easy Version)
1930-C,1930-C,Problem,"binary search,constructive algorithms,data structures,greedy,sortings",1700,Lexicographically Largest
1930-B,1930-B,Problem,"brute force,constructive algorithms,math",1000,Permutation Printing
1930-A,1930-A,Problem,"greedy,sortings",800,Maximise The Score
1929-F,1929-F,Problem,"brute force,combinatorics,data structures,dfs and similar,math,trees",2300,Sasha and the Wedding Binary Search Tree
1929-E,1929-E,Problem,"bitmasks,brute force,dfs and similar,dp,graphs,greedy,math,trees",2300,Sasha and the Happy Tree Cutting
1929-D,1929-D,Problem,"combinatorics,dp,math,trees",1900,Sasha and a Walk in the City
1929-C,1929-C,Problem,"binary search,brute force,constructive algorithms,games,greedy,math",1400,Sasha and the Casino
1929-B,1929-B,Problem,"constructive algorithms,greedy,math",800,Sasha and the Drawing
1929-A,1929-A,Problem,"constructive algorithms,greedy,math,sortings",800,Sasha and the Beautiful Array
1928-F,1928-F,Problem,"combinatorics,data structures,implementation,math",2900,Digital Patterns
1928-E,1928-E,Problem,"brute force,constructive algorithms,dp,graphs,greedy,math,number theory",2300,Modular Sequence
1928-D,1928-D,Problem,"brute force,data structures,greedy,math,ternary search",1900,Lonely Mountain Dungeons
1928-C,1928-C,Problem,"brute force,math,number theory",1600,Physical Education Lesson
1928-B,1928-B,Problem,"binary search,greedy,sortings,two pointers",1200,Equalize
1928-A,1928-A,Problem,"geometry,math",800,Rectangle Cutting
1927-G,1927-G,Problem,"data structures,dp,greedy,math",2300,Paint Charges
1927-F,1927-F,Problem,"data structures,dfs and similar,dsu,graphs,greedy,implementation,sortings,trees",1900,Microcycle
1927-E,1927-E,Problem,"constructive algorithms,math,two pointers",1400,Klever Permutation
1927-D,1927-D,Problem,"binary search,brute force,data structures,dp,dsu,greedy,two pointers",1300,Find the Different Ones!
1927-C,1927-C,Problem,"brute force,greedy,math",1000,Choose the Different Ones!
1927-B,1927-B,Problem,"constructive algorithms,greedy,strings",900,Following the String
1927-A,1927-A,Problem,"greedy,strings",800,Make it White
1926-G,1926-G,Problem,"dfs and similar,dp,flows,graphs,greedy,implementation,trees",1900,Vlad and Trouble at MIT
1926-F,1926-F,Problem,"bitmasks,brute force,dfs and similar,dp,implementation",2200,Vlad and Avoiding X
1926-E,1926-E,Problem,"binary search,bitmasks,data structures,dp,implementation,math,number theory",1500,Vlad and an Odd Ordering
1926-D,1926-D,Problem,"bitmasks,greedy",1300,Vlad and Division
1926-C,1926-C,Problem,"dp,implementation",1200,Vlad and a Sum of Sum of Digits
1926-B,1926-B,Problem,"geometry,implementation",800,Vlad and Shapes
1926-A,1926-A,Problem,implementation,800,Vlad and the Best of Five
1925-D,1925-D,Problem,"combinatorics,dp,math,probabilities",1900,Good Trip
1925-B,1925-B,Problem,"brute force,greedy,math,number theory",1200,A Balanced Problemset?
1925-A,1925-A,Problem,"constructive algorithms,greedy,strings",800,We Got Everything Covered!
1924-F,1924-F,Problem,"constructive algorithms,dp,interactive,ternary search",3500,Anti-Proxy Attendance
1924-E,1924-E,Problem,"combinatorics,probabilities",3100,Paper Cutting Again
1924-D,1924-D,Problem,"combinatorics,dp,math",2700,Balanced Subsequences
1924-C,1924-C,Problem,"geometry,math,matrices",2400,Fractal Origami
1924-B,1924-B,Problem,"data structures,implementation,math,sortings",2100,Space Harbour
1924-A,1924-A,Problem,"constructive algorithms,dp,greedy,shortest paths,strings",1500,Did We Get Everything Covered?
1923-F,1923-F,Problem,"binary search,brute force,greedy,hashing,implementation,string suffix structures,strings",2800,Shrink-Reverse
1923-E,1923-E,Problem,"data structures,dfs and similar,dp,dsu,graphs,trees",2000,Count Paths
1923-D,1923-D,Problem,"binary search,constructive algorithms,data structures,greedy,two pointers",1800,Slimes
1923-C,1923-C,Problem,"constructive algorithms,greedy",1400,Find B
1923-B,1923-B,Problem,"dp,greedy,implementation",1100,Monsters Attack!
1923-A,1923-A,Problem,"greedy,implementation",800,Moving Chips
1922-F,1922-F,Problem,"dp,graph matchings",2500,Replace on Segment
1922-E,1922-E,Problem,"bitmasks,constructive algorithms,divide and conquer,greedy,math",1800,Increasing Subsequences
1922-D,1922-D,Problem,"brute force,data structures,dsu,implementation,math",1900,Berserk Monsters
1922-C,1922-C,Problem,"greedy,implementation,math",1300,Closest Cities
1922-B,1922-B,Problem,"combinatorics,constructive algorithms,math,sortings",1200,Forming Triangles
1922-A,1922-A,Problem,"constructive algorithms,implementation,strings",800,Tricky Template
1921-G,1921-G,Problem,"brute force,data structures,divide and conquer,dp,implementation",2200,Mischievous Shooter
1921-F,1921-F,Problem,"brute force,data structures,dp,implementation,math",1900,Sum of Progression
1921-E,1921-E,Problem,"brute force,games,greedy,math",1600,Eat the Chip
1921-D,1921-D,Problem,"data structures,greedy,sortings,two pointers",1100,Very Different Array
1921-C,1921-C,Problem,"greedy,math",900,Sending Messages
1921-B,1921-B,Problem,"greedy,implementation",800,Arranging Cats
1921-A,1921-A,Problem,"greedy,math",800,Square
1920-F2,1920-F2,Problem,"binary search,data structures,dsu,geometry,graphs,trees",3000,Smooth Sailing (Hard Version)
1920-F1,1920-F1,Problem,"binary search,brute force,data structures,dfs and similar,dsu,graphs,shortest paths",2500,Smooth Sailing (Easy Version)
1920-E,1920-E,Problem,"combinatorics,dp,math",2100,Counting Binary Strings
1920-D,1920-D,Problem,"binary search,brute force,dsu,implementation,math",1900,Array Repetition
1920-C,1920-C,Problem,"brute force,math,number theory",1600,Partitioning the Array
1920-B,1920-B,Problem,"games,greedy,math,sortings",1100,Summation Game
1920-A,1920-A,Problem,"brute force,greedy,math",800,Satisfying Constraints
1919-H,1919-H,Problem,"interactive,trees",2000,Tree Diameter
1919-G,1919-G,Problem,"constructive algorithms,divide and conquer,games,trees",3500,Tree LGM
1919-F2,1919-F2,Problem,"data structures,dp,flows,greedy,matrices",2800,Wine Factory (Hard Version)
1919-F1,1919-F1,Problem,"data structures,greedy",2300,Wine Factory (Easy Version)
1919-E,1919-E,Problem,"combinatorics,constructive algorithms,dp,implementation,math",2600,Counting Prefixes
1919-D,1919-D,Problem,"constructive algorithms,data structures,dsu,greedy,sortings,trees",2100,01 Tree
1919-C,1919-C,Problem,"data structures,dp,greedy",1400,Grouping Increases
1919-B,1919-B,Problem,greedy,800,Plus-Minus Split
1919-A,1919-A,Problem,"games,math",800,Wallet Exchange
1918-G,1918-G,Problem,"constructive algorithms,math",2700,Permutation of Given
1918-F,1918-F,Problem,"dfs and similar,graphs,greedy,implementation,sortings,trees",2500,Caterpillar on a Tree
1918-E,1918-E,Problem,"constructive algorithms,divide and conquer,implementation,interactive,probabilities,sortings",2200,ace5 and Task Order
1918-D,1918-D,Problem,"binary search,data structures,dp,implementation,two pointers",1900,Blocking Elements
1918-C,1918-C,Problem,"bitmasks,greedy,implementation,math",1400,XOR-distance
1918-B,1918-B,Problem,"constructive algorithms,data structures,greedy,implementation,sortings",900,Minimize Inversions
1918-A,1918-A,Problem,"constructive algorithms,greedy,implementation,math",800,Brick Wall
1917-F,1917-F,Problem,"bitmasks,constructive algorithms,dp,trees",2500,Construct Tree
1917-E,1917-E,Problem,"constructive algorithms,math",2500,Construct Matrix
1917-D,1917-D,Problem,"combinatorics,data structures,dp,implementation,math,number theory",2300,Yet Another Inversions Problem
1917-C,1917-C,Problem,"brute force,greedy,implementation,math",1600,Watering an Array
1917-B,1917-B,Problem,"brute force,combinatorics,data structures,dp,strings",1100,Erase First or Second Letter
1917-A,1917-A,Problem,"constructive algorithms,math",800,Least Product
1916-H2,1916-H2,Problem,"combinatorics,dp,math,matrices,string suffix structures",2700,Matrix Rank (Hard Version)
1916-H1,1916-H1,Problem,"brute force,combinatorics,dp,math,matrices",2700,Matrix Rank (Easy Version)
1916-G,1916-G,Problem,"divide and conquer,dp,number theory,trees",3500,Optimizations From Chelsu
1916-F,1916-F,Problem,"constructive algorithms,dfs and similar,graphs,greedy",2900,Group Division
1916-E,1916-E,Problem,"data structures,dfs and similar,greedy,trees",2300,Happy Life in University
1916-D,1916-D,Problem,"brute force,constructive algorithms,geometry,math",1700,Mathematical Problem
1916-C,1916-C,Problem,"constructive algorithms,games,greedy,implementation,math",1200,Training Before the Olympiad
1916-B,1916-B,Problem,"constructive algorithms,math,number theory",1000,Two Divisors
1916-A,1916-A,Problem,"constructive algorithms,implementation,math,number theory",800,2023
1915-G,1915-G,Problem,"graphs,greedy,implementation,shortest paths,sortings",1800,Bicycles
1915-F,1915-F,Problem,"data structures,divide and conquer,sortings",1500,Greetings
1915-E,1915-E,Problem,"data structures,greedy,math",1300,Romantic Glasses
1915-D,1915-D,Problem,"greedy,implementation,strings",900,Unnatural Language Processing
1915-C,1915-C,Problem,"binary search,implementation",800,Can I Square?
1915-B,1915-B,Problem,"bitmasks,brute force,implementation",800,Not Quite Latin Square
1915-A,1915-A,Problem,"bitmasks,implementation",800,Odd One Out
1914-G2,1914-G2,Problem,"combinatorics,data structures,dfs and similar,dp,graphs,hashing",2300,Light Bulbs (Hard Version)
1914-G1,1914-G1,Problem,"brute force,combinatorics,dfs and similar,dp,dsu,graphs,math,trees",2100,Light Bulbs (Easy Version)
1914-F,1914-F,Problem,"dfs and similar,dp,graph matchings,greedy,trees",1900,Programming Competition
1914-E2,1914-E2,Problem,"games,greedy,sortings",1400,Game with Marbles (Hard Version)
1914-E1,1914-E1,Problem,"brute force,games,greedy,sortings",1400,Game with Marbles (Easy Version)
1914-D,1914-D,Problem,"brute force,dp,greedy,implementation,sortings",1200,Three Activities
1914-C,1914-C,Problem,"greedy,math",1100,Quests
1914-B,1914-B,Problem,"constructive algorithms,math",800,Preparing for the Contest
1914-A,1914-A,Problem,"implementation,strings",800,Problemsolving Log
1913-F,1913-F,Problem,"binary search,data structures,hashing,string suffix structures,strings",2800,Palindromic Problem
1913-E,1913-E,Problem,"flows,graphs",2400,Matrix Problem
1913-D,1913-D,Problem,"data structures,divide and conquer,dp,trees",2100,Array Collapse
1913-C,1913-C,Problem,"binary search,bitmasks,brute force,greedy",1300,Game with Multiset
1913-B,1913-B,Problem,strings,1000,Swap and Delete
1913-A,1913-A,Problem,implementation,800,Rating Increase
1912-L,1912-L,Problem,strings,800,LOL Lovers
1912-K,1912-K,Problem,"bitmasks,combinatorics,dp",1800,Kim's Quest
1912-J,1912-J,Problem,,2300,Joy of Pokémon Observation
1912-I,1912-I,Problem,"geometry,math,two pointers",3300,Innovative Washing Machine
1912-H,1912-H,Problem,graphs,2400,Hypercatapult Commute
1912-G,1912-G,Problem,data structures,2400,Great City Saint Petersburg
1912-F,1912-F,Problem,"math,probabilities",3100,Fugitive Frenzy
1912-E,1912-E,Problem,"constructive algorithms,implementation,math",2200,Evaluate It and Back Again
1912-D,1912-D,Problem,math,1900,Divisibility Test
1912-C,1912-C,Problem,constructive algorithms,3300,Cactus Transformation
1912-B,1912-B,Problem,"combinatorics,divide and conquer,math",2100,Blueprint for Seating
1912-A,1912-A,Problem,"data structures,implementation,sortings",1900,Accumulator Apex
1910-J,1910-J,Problem,*special,2900,Two Colors
1910-I,1910-I,Problem,"*special,combinatorics,dp",2700,Inverse Problem
1910-H,1910-H,Problem,"*special,binary search,data structures",2400,Sum of Digits of Sums
1910-G,1910-G,Problem,"*special,greedy",2700,Pool Records
1910-F,1910-F,Problem,"*special,greedy,trees",2000,Build Railway Stations
1910-E,1910-E,Problem,"*special,dp",2100,Maximum Sum Subarrays
1910-D,1910-D,Problem,"*special,greedy",1800,Remove and Add
1910-C,1910-C,Problem,"*special,*special,implementation,implementation",1600,Poisonous Swamp
1910-B,1910-B,Problem,"*special,greedy",1600,Security Guard
1910-A,1910-A,Problem,"*special,implementation",1100,Username
1909-I,1909-I,Problem,"combinatorics,dp,fft,math",1900,Short Permutation Problem
1909-H,1909-H,Problem,"constructive algorithms,data structures",3500,Parallel Swaps Sort
1909-G,1909-G,Problem,"hashing,strings",3000,Pumping Lemma
1909-F2,1909-F2,Problem,"combinatorics,dp,math",2500,Small Permutation Problem (Hard Version)
1909-F1,1909-F1,Problem,"brute force,combinatorics,dp,math",2200,Small Permutation Problem (Easy Version)
1909-E,1909-E,Problem,"bitmasks,brute force,constructive algorithms,math,number theory",2400,Multiple Lamps
1909-D,1909-D,Problem,"greedy,math,number theory",1900,Split Plus K
1909-C,1909-C,Problem,"constructive algorithms,data structures,dsu,greedy,math,sortings",1400,Heavy Intervals
1909-B,1909-B,Problem,"bitmasks,constructive algorithms,math,number theory",1200,Make Almost Equal With Mod
1909-A,1909-A,Problem,"implementation,math",800,Distinct Buttons
1907-G,1907-G,Problem,"brute force,constructive algorithms,dfs and similar,graphs,greedy,implementation",2200,Lights
1907-F,1907-F,Problem,"greedy,sortings",1800,Shift and Reverse
1907-E,1907-E,Problem,"brute force,combinatorics,number theory",1600,Good Triples
1907-D,1907-D,Problem,"binary search,constructive algorithms",1400,Jumping Through Segments
1907-C,1907-C,Problem,"constructive algorithms,greedy,math,strings",1200,Removal of Unattractive Pairs
1907-B,1907-B,Problem,"data structures,implementation,strings",1000,YetnotherrokenKeoard
1907-A,1907-A,Problem,implementation,800,Rook
1906-M,1906-M,Problem,"greedy,math",1700,Triangle Construction
1906-L,1906-L,Problem,constructive algorithms,2500,Palindromic Parentheses
1906-K,1906-K,Problem,"divide and conquer,math",2500,Deck-Building Game
1906-J,1906-J,Problem,"combinatorics,dp",2100,Count BFS Graph
1906-I,1906-I,Problem,graph matchings,2900,Contingency Plan 2
1906-H,1906-H,Problem,"combinatorics,dp",2200,Twin Friends
1906-G,1906-G,Problem,"games,number theory",2900,Grid Game 2
1906-F,1906-F,Problem,"data structures,sortings",2100,Maximize The Value
1906-E,1906-E,Problem,"constructive algorithms,dp",1900,Merge Not Sort
1906-D,1906-D,Problem,"binary search,geometry",2800,Spaceship Exploration
1906-C,1906-C,Problem,interactive,3000,Cursed Game
1906-B,1906-B,Problem,"bitmasks,constructive algorithms,hashing",2600,Button Pressing
1906-A,1906-A,Problem,brute force,1000,Easy As ABC
1905-F,1905-F,Problem,"brute force,data structures,divide and conquer",2600,Field Should Not Be Empty
1905-E,1905-E,Problem,"combinatorics,dfs and similar,dp,math,trees",2400,One-X
1905-D,1905-D,Problem,"data structures,implementation,math,two pointers",2000,Cyclic MEX
1905-C,1905-C,Problem,"greedy,strings",1400,Largest Subsequence
1905-B,1905-B,Problem,"greedy,trees",1100,Begginer's Zelda
1905-A,1905-A,Problem,"constructive algorithms,math",800,Constructive Problems
1904-F,1904-F,Problem,"data structures,dfs and similar,graphs,implementation,trees",2800,Beautiful Tree
1904-E,1904-E,Problem,"data structures,dfs and similar,graphs,implementation,trees",2500,Tree Queries
1904-D2,1904-D2,Problem,"constructive algorithms,data structures,divide and conquer,greedy,implementation,sortings",1800,Set To Max (Hard Version)
1904-D1,1904-D1,Problem,"brute force,constructive algorithms,greedy",1600,Set To Max (Easy Version)
1904-C,1904-C,Problem,"binary search,brute force,data structures,sortings,two pointers",1400,Array Game
1904-B,1904-B,Problem,"binary search,dp,greedy,sortings,two pointers",1100,Collecting Game
1904-A,1904-A,Problem,"brute force,implementation",900,Forked!
1903-F,1903-F,Problem,"2-sat,binary search,data structures,graphs,trees",2500,Babysitting
1903-E,1903-E,Problem,"greedy,interactive,math",2000,Geo Game
1903-D2,1903-D2,Problem,"bitmasks,divide and conquer,dp,greedy",2500,Maximum And Queries (hard version)
1903-D1,1903-D1,Problem,"binary search,bitmasks,brute force,greedy",1700,Maximum And Queries (easy version)
1903-C,1903-C,Problem,"constructive algorithms,greedy",1400,Theofanis' Nightmare
1903-B,1903-B,Problem,"bitmasks,brute force,constructive algorithms,greedy",1200,StORage room
1903-A,1903-A,Problem,"brute force,greedy,sortings",800,Halloumi Boxes
1902-F,1902-F,Problem,"data structures,dfs and similar,divide and conquer,graphs,implementation,math,trees",2400,Trees and XOR Queries Again
1902-E,1902-E,Problem,"data structures,strings,trees",1900,Collapsing Strings
1902-D,1902-D,Problem,"binary search,data structures,dp,implementation",1900,Robot Queries
1902-C,1902-C,Problem,"brute force,constructive algorithms,greedy,math,number theory",1300,Insert and Equalize
1902-B,1902-B,Problem,"binary search,brute force,greedy",1100,Getting Points
1902-A,1902-A,Problem,constructive algorithms,800,Binary Imbalance
1901-F,1901-F,Problem,"binary search,geometry,two pointers",2900,Landscaping
1901-E,1901-E,Problem,"dfs and similar,dp,graphs,greedy,sortings,trees",2200,Compressed Tree
1901-D,1901-D,Problem,"binary search,dp,greedy,implementation,math",1700,Yet Another Monster Fight
1901-C,1901-C,Problem,"constructive algorithms,greedy,math",1400,"Add, Divide and Floor"
1901-B,1901-B,Problem,"greedy,math",1100,Chip and Ribbon
1901-A,1901-A,Problem,"greedy,math",800,Line Trip
1900-F,1900-F,Problem,"binary search,data structures,implementation",2800,Local Deletions
1900-E,1900-E,Problem,"dfs and similar,dp,dsu,graphs,implementation",2100,Transitive Graph
1900-D,1900-D,Problem,"bitmasks,brute force,dp,math,number theory",2000,Small GCD
1900-C,1900-C,Problem,"dfs and similar,dp,trees",1300,Anji's Binary Tree
1900-B,1900-B,Problem,"dp,math",900,Laura and Operations
1900-A,1900-A,Problem,"constructive algorithms,greedy,implementation,strings",800,Cover in Water
1899-G,1899-G,Problem,"data structures,dfs and similar,dsu,shortest paths,sortings,trees,two pointers",1900,Unusual Entertainment
1899-F,1899-F,Problem,"constructive algorithms,graphs,greedy,shortest paths,trees",1600,Alex's whims
1899-E,1899-E,Problem,"greedy,implementation,sortings",1300,Queue Sort
1899-D,1899-D,Problem,"hashing,math,number theory",1300,Yarik and Musical Notes
1899-C,1899-C,Problem,"dp,greedy,two pointers",1100,Yarik and Array
1899-B,1899-B,Problem,"brute force,implementation,number theory",1100,250 Thousand Tons of TNT
1899-A,1899-A,Problem,"games,math,number theory",800,Game with Integers
1898-F,1898-F,Problem,"brute force,dfs and similar,divide and conquer,shortest paths",2600,Vova Escapes the Matrix
1898-E,1898-E,Problem,"data structures,greedy,sortings,strings,two pointers",2200,Sofia and Strings
1898-D,1898-D,Problem,"greedy,math",1900,Absolute Beauty
1898-C,1898-C,Problem,constructive algorithms,1700,Colorful Grid
1898-B,1898-B,Problem,"greedy,math",1500,Milena and Admirer
1898-A,1898-A,Problem,"brute force,implementation,strings",800,Milica and String
1896-H2,1896-H2,Problem,"brute force,dp,fft,math,number theory",3500,Cyclic Hamming (Hard Version)
1896-H1,1896-H1,Problem,"brute force,divide and conquer,dp,fft,math,number theory",3400,Cyclic Hamming (Easy Version)
1896-G,1896-G,Problem,"constructive algorithms,implementation,interactive,sortings",3200,Pepe Racing
1896-F,1896-F,Problem,"constructive algorithms,greedy,implementation,math",2600,Bracket Xoring
1896-E,1896-E,Problem,"data structures,sortings",2100,Permutation Sorting
1896-D,1896-D,Problem,"binary search,data structures,divide and conquer,math,two pointers",1700,Ones and Twos
1896-C,1896-C,Problem,"binary search,constructive algorithms,greedy,sortings",1400,Matching Arrays
1896-B,1896-B,Problem,"greedy,strings,two pointers",900,AB Flipping
1896-A,1896-A,Problem,sortings,800,Jagged Swaps
1895-G,1895-G,Problem,"binary search,data structures,dp,flows,greedy",3100,"Two Characters, Two Colors"
1895-F,1895-F,Problem,"combinatorics,dp,math,matrices",2600,Fancy Arrays
1895-E,1895-E,Problem,"binary search,brute force,data structures,dfs and similar,dp,dsu,games,graphs,greedy,sortings,two pointers",2300,Infinite Card Game
1895-D,1895-D,Problem,"bitmasks,constructive algorithms,data structures,math,string suffix structures,trees",1900,XOR Construction
1895-C,1895-C,Problem,"brute force,dp,hashing,implementation,math",1400,Torn Lucky Ticket
1895-B,1895-B,Problem,"greedy,math,sortings",800,Points and Minimum Distance
1895-A,1895-A,Problem,math,800,Treasure Chest
1894-B,1894-B,Problem,constructive algorithms,1000,Two Out of Three
1894-A,1894-A,Problem,"implementation,strings",800,Secret Sport
1893-E,1893-E,Problem,"combinatorics,dfs and similar,dp,graphs",3500,Cacti Symphony
1893-D,1893-D,Problem,"constructive algorithms,data structures,greedy",2600,Colorful Constructive
1893-C,1893-C,Problem,"brute force,greedy,implementation",2000,Freedom of Choice
1893-B,1893-B,Problem,"constructive algorithms,greedy,sortings,two pointers",1700,Neutral Tonality
1893-A,1893-A,Problem,"brute force,dfs and similar,graphs,implementation",1400,Anonymous Informant
1891-F,1891-F,Problem,"data structures,dfs and similar,trees",2000,A Growing Tree
1891-E,1891-E,Problem,"brute force,greedy,implementation,math,sortings",2500,Brukhovich and Exams
1891-D,1891-D,Problem,"binary search,brute force,math",1900,Suspicious logarithms
1891-C,1891-C,Problem,"binary search,constructive algorithms,greedy,sortings,two pointers",1500,Smilo and Monsters
1891-B,1891-B,Problem,"brute force,math,sortings",1100,Deja Vu
1891-A,1891-A,Problem,"constructive algorithms,sortings",800,Sorting with Twos
1890-B,1890-B,Problem,"constructive algorithms,implementation",800,Qingshan Loves Strings
1890-A,1890-A,Problem,constructive algorithms,800,Doremy's Paint 3
1889-F,1889-F,Problem,"data structures,dp,greedy,trees",3500,Doremy's Average Tree
1889-E,1889-E,Problem,"dfs and similar,graphs,trees",3500,Doremy's Swapping Trees
1889-D,1889-D,Problem,"brute force,dfs and similar,graphs,implementation,trees",3000,Game of Stacks
1889-C2,1889-C2,Problem,"data structures,dp",2600,Doremy's Drying Plan (Hard Version)
1889-C1,1889-C1,Problem,"brute force,data structures,dp,greedy,sortings",2000,Doremy's Drying Plan (Easy Version)
1889-B,1889-B,Problem,"constructive algorithms,greedy,math,sortings",1700,Doremy's Connecting Plan
1889-A,1889-A,Problem,"constructive algorithms,greedy,implementation",1300,Qingshan Loves Strings 2
1887-F,1887-F,Problem,constructive algorithms,3400,Minimum Segments
1887-E,1887-E,Problem,"binary search,constructive algorithms,graphs,interactive",3100,Good Colorings
1887-D,1887-D,Problem,"binary search,data structures,divide and conquer,dsu,math,trees,two pointers",2700,Split
1887-C,1887-C,Problem,"binary search,brute force,constructive algorithms,data structures,greedy,hashing,two pointers",2400,Minimum Array
1887-B,1887-B,Problem,"binary search,graphs,shortest paths",1900,Time Travel
1886-F,1886-F,Problem,"data structures,greedy",3300,Diamond Theft
1886-E,1886-E,Problem,"bitmasks,constructive algorithms,dp,greedy,math,sortings,two pointers",2400,I Wanna be the Team Leader
1886-D,1886-D,Problem,"combinatorics,data structures,math",2100,Monocarp and the Set
1886-C,1886-C,Problem,"implementation,strings",1600,Decreasing String
1886-B,1886-B,Problem,"binary search,geometry,math",1200,Fear of the Dark
1886-A,1886-A,Problem,"brute force,constructive algorithms,math",800,Sum of Three
1885-A,1885-A,Problem,*special,,Deterministic Scheduling for Extended Reality over 5G and Beyond
1884-E,1884-E,Problem,"greedy,implementation,math",2800,Hard Design
1884-D,1884-D,Problem,"dp,math,number theory",2100,Counting Rhyme
1884-C,1884-C,Problem,"brute force,data structures,dp,greedy,sortings",1700,Medium Design
1884-B,1884-B,Problem,"binary search,greedy,math,two pointers",1100,Haunted House
1884-A,1884-A,Problem,"brute force,greedy,math",800,Simple Design
1883-G2,1883-G2,Problem,"binary search,greedy,sortings,two pointers",1900,Dances (Hard Version)
1883-G1,1883-G1,Problem,"binary search,greedy,two pointers",1400,Dances (Easy version)
1883-F,1883-F,Problem,data structures,1400,You Are So Beautiful
1883-E,1883-E,Problem,"bitmasks,greedy",1700,Look Back
1883-D,1883-D,Problem,"data structures,greedy",1500,In Love
1883-C,1883-C,Problem,"dp,math",1000,Raspberries
1883-B,1883-B,Problem,strings,900,Chemistry
1883-A,1883-A,Problem,math,800,Morning
1882-E2,1882-E2,Problem,constructive algorithms,3100,Two Permutations (Hard Version)
1882-E1,1882-E1,Problem,"brute force,constructive algorithms,greedy,number theory",2400,Two Permutations (Easy Version)
1882-D,1882-D,Problem,"bitmasks,dfs and similar,dp,greedy,trees",1900,Tree XOR
1882-C,1882-C,Problem,"brute force,greedy",1500,Card Game
1882-B,1882-B,Problem,"bitmasks,brute force,constructive algorithms,greedy",1300,Sets and Union
1882-A,1882-A,Problem,greedy,800,Increasing Sequence
1881-G,1881-G,Problem,"binary search,data structures",2000,Anya and the Mysterious String
1881-F,1881-F,Problem,"dfs and similar,dp,graphs,shortest paths,trees",1700,Minimum Maximum Distance
1881-E,1881-E,Problem,dp,1500,Block Sequence
1881-D,1881-D,Problem,"math,number theory",1300,Divide and Equalize
1881-C,1881-C,Problem,"brute force,implementation",1200,Perfect Square
1881-B,1881-B,Problem,math,900,Three Threadlets
1881-A,1881-A,Problem,"brute force,strings",800,Don't Try to Count
1879-F,1879-F,Problem,"brute force,data structures,number theory",2800,Last Man Standing
1879-E,1879-E,Problem,"brute force,constructive algorithms,dfs and similar,graphs,implementation,interactive,trees",2400,Interactive Game with Coloring
1879-D,1879-D,Problem,"bitmasks,combinatorics,divide and conquer,dp,math",1700,Sum of XOR Functions
1879-C,1879-C,Problem,"combinatorics,dp,greedy",1300,Make it Alternating
1879-B,1879-B,Problem,"constructive algorithms,greedy",900,Chips on the Board
1879-A,1879-A,Problem,greedy,800,Rigged!
1878-G,1878-G,Problem,"binary search,bitmasks,brute force,data structures,dfs and similar,implementation,trees",2300,wxhtzdy ORO Tree
1878-F,1878-F,Problem,"brute force,math,number theory",1900,Vasilije Loves Number Theory
1878-E,1878-E,Problem,"binary search,bitmasks,data structures,greedy",1400,Iva & Pav
1878-D,1878-D,Problem,"data structures,greedy",1600,Reverse Madness
1878-C,1878-C,Problem,math,900,Vasilije in Cacak
1878-B,1878-B,Problem,"constructive algorithms,math",800,Aleksa and Stack
1878-A,1878-A,Problem,greedy,800,How Much Does Daytona Cost?
1877-C,1877-C,Problem,"math,number theory",1200,Joyboard
1877-A,1877-A,Problem,math,800,Goals of Victory
1876-G,1876-G,Problem,"binary search,brute force,data structures,greedy,trees",3500,Clubstep
1876-F,1876-F,Problem,"binary search,graphs",3500,Indefinite Clownfish
1876-E,1876-E,Problem,"constructive algorithms,data structures,dp,trees",3300,Ball-Stackable
1876-D,1876-D,Problem,"combinatorics,dfs and similar,dsu,graphs,two pointers",2500,Lexichromatography
1876-C,1876-C,Problem,"constructive algorithms,dfs and similar,graphs,greedy,sortings",2100,Autosynthesis
1876-B,1876-B,Problem,"combinatorics,number theory,sortings",1500,Effects of Anti Pimples
1876-A,1876-A,Problem,"greedy,sortings",1000,Helmets in Night Light
1875-D,1875-D,Problem,dp,1600,Jellyfish and Mex
1875-C,1875-C,Problem,"bitmasks,greedy,math,number theory",1400,Jellyfish and Green Apple
1875-A,1875-A,Problem,"brute force,greedy",900,Jellyfish and Undertale
1874-G,1874-G,Problem,dp,3500,Jellyfish and Inscryption
1874-F,1874-F,Problem,dp,3500,Jellyfish and OEIS
1874-E,1874-E,Problem,"dp,math",3000,Jellyfish and Hack
1874-D,1874-D,Problem,"divide and conquer,dp,math,probabilities",2800,Jellyfish and Miku
1874-C,1874-C,Problem,"dp,graphs,greedy,math,probabilities",2300,Jellyfish and EVA
1874-B,1874-B,Problem,"bitmasks,brute force,dfs and similar,dp,graphs,shortest paths",2400,Jellyfish and Math
1874-A,1874-A,Problem,"brute force,games,greedy,implementation",1200,Jellyfish and Game
1873-H,1873-H,Problem,"dfs and similar,dsu,games,graphs,shortest paths,trees",1700,Mad City
1873-G,1873-G,Problem,"constructive algorithms,greedy",1500,ABBC or BACB
1873-F,1873-F,Problem,"binary search,greedy,math,two pointers",1300,Money Trees
